,Generate Code,Actual Code
2507,"return listener.pan(tracker.lastX, tracker.lastY - 1, tracker.deltaX + 2, tracker.deltaY);","return listener.pan(x, y, tracker.deltaX, tracker.deltaY);"
2508,return distance / 10000.0;,return distance / 1000.0;
2509,"skin = new Skin(Gdx.files.internal( ""data/uiskin-image2.png ""));","skin = new Skin(Gdx.files.internal( ""data/uiskin.json ""));"
2510,Music newMusic = musics.get(i); return new Musical();,return new AndroidAudioDevice( isMono );
2511,"vboBatch = new SpriteBatch(1000, VertexDataType.VerticeBufferObject);","vboBatch = new SpriteBatch(1000, 1, VertexDataType.VertexBufferObject);"
2512,"List < DoubleEntry> ordered = new ArrayList < DoubleEntry, LongValueType.DEFAULT_VALUES);",List < DoubleEntry> ordered = new ArrayList < DoubleEntry>(map.size());
2513,"List < ContextDocIdSet> nestedEntries = new HashMap < String, Integer.MAX_VALUE | Integer.MIN_VALOUR;",List < ContextDocIdSet> nestedEntries = new ArrayList < >(docSets.size());
2514,null = null;,deleteByQueryRequestBuilder.setIndicesOptions(IndicesOptions.lenientExpandOpen());
2515,"throw new IndexShardGatewayRecoveryException(shardId(), ""s hard allocated for local recovery (post api), should exist, but doesn't, current files: [i] + file.toString()+""]. This is not allowed to be used in the indexStore","throw new IndexShardGatewayRecoveryException(shardId(), ""shard allocated for local recovery (post api), should exist, but doesn't, current files: "" + files, e);"
2516,blobStore.executorService();,blobStore.executor().execute(new Runnable() {
2517,"null = false; context.fetchResult().hits(new InternalSearchHits (hits, context!= null? context.queryResult().topDocs().totalHit:0));","context.fetchResult().hits(new InternalSearchHits(hits, context.queryResult().topDocs().totalHits, context.queryResult().topDocs().getMaxScore()));"
2518,"attributes[idx++] = new VertexAttribute(Usage.TextureCoordinates, 2, ShaderProgram.TEXCOORDS_ATTRIBUTE + uvs);","attributes[idx++] = new VertexAttribute(Usage.TextureCoordinates, 2, ShaderProgram.TEXCOORD_ATTRIBUTE + i);"
2519,null.flush(new Engine.Flush().refresh(request.refresh()).full(request!= null? request.full():0));,indexShard.flush(new Engine.Flush().refresh(request.refresh()).type(request.full()? Engine.Flush.Type.NEW_WRITER : Engine.Flush.Type.COMMIT_TRANSLOG).force(request.force()));
2520,null bytes = in.readBytes();,BytesHolder bytes = in.readBytesReference();
2521,"parseContext.indexCache(); return wrapSmartNameQuery(query, smartNameFieldMappers);","return wrapSmartNameQuery(query, smartNameFieldMappers, parseContext);"
2522,null = false;,"logger.error( ""failed to initial restart on service wrapper "", e);"
2523,Table.align(Align.CENTER | Aligne.TOP);,table.align(Align.center | Align.top);
2524,null iters = atLeast(1000);,"int iters = scaledRandomIntBetween(1000, 10000);"
2525,"IndexTemplateMetaData template = XContentHelper.createParser(parser, 0, templatesData.length);",IndexTemplateMetaData template = IndexTemplateMetaData.Builder.fromXContentStandalone(parser);
2526,"nullHealthResponse = client( ""clusterhealthresp1 "").admin().prepareState()!= null? client( ""buttonWaitForNodes_2:0"").execute().actionGet();","clusterHealthResponse = client( ""node1 "").admin().cluster().prepareHealth().setWaitForYellowStatus().setWaitForNodes( ""2 "").execute().actionGet();"
2527,"Mapper = indexService.mapperService()!= null?indexservice.mapperService().parse(request.type(), new CompressedString(request.source()): ""null""));","newMapper = indexService.mapperService().parse(request.type(), new CompressedString(request.source()), existingMapper == null);"
2528,return new QueueRecycler < byte[]>(RECYCLER_T);,"return new QueueRecycler < byte[]>(RECYCLER_C, randomIntBetween(5, 10));"
2529,"return new Tuple < Settings, Environment>(v1, environment);","return new Tuple < >(v1, environment);"
2530,"builder.startObject( ""settings_named-type "") field( "" name "", entry.getKey()).field( ""value "", entry.getValue()) == null?null:entry.getValue());","builder.field(entry.getKey(), entry.getValue());"
2531,"throw new ElasticsearchIllegalArgumentException( ""the field ['s] should be indexed with positions and offsets in the postings list to be used with writings highlighter, but it is not an instance of FieldInfo.IndexOptions"");","throw new ElasticsearchIllegalArgumentException( ""the field [ "" + highlighterContext.fieldName + ""] should be indexed with positions and offsets in the postings list to be used with postings highlighter "");"
2532,long collectionTime = currentJvmStats.gcCollectionTime() - lastJvmStats;,long collectionTime = currentJvmStats.gc().collectionTime().millis() - lastJvmStats.gc().collectionTime().millis();
2533,"null = info.getVersion(); table.addCell(info!= null? ""0:1_2-4"");",table.addCell(node.getVersion().number());
2534,nullValueAsString = null;,return null;
2535,"return new ShardCountRequest(shard.index(), shard.id());","return new ShardCountRequest(shard.shardId(), filteringAliases, request);"
2536,int dotIndex = imageName.lastIndexOf('/');,int dotIndex = imageName.lastIndexOf('.');
2537,if (smartNameFieldMappers.hasDoc()) {,if (smartNameFieldMappers.explicitTypeInNameWithDocMapper()) {
2538,"// FIXME: Duplicate test section [ "" + testSection.getName()+ ""] found in (test)[0].toString(resultTestSuite.getDescription()). toStrING);","throw new RestTestParseException( ""duplicate test section [ "" + testSection.getName() + ""] found in [ "" + restTestSuite.getPath() + ""] "");"
2539,".put( ""codec.postings_format.test1.type "")",".put( ""codec.postings_format.test1.type "", ""pulsing "")"
2540,"return cache(type.fieldDataClass, reader);","return cache(type.fieldDataClass(), reader, fieldName);"
2541,"null = false; assertThat(routing.state(), equalTo(ShardRoutingState.STARTED));","assertThat(routing.state(), anyOf(equalTo(ShardRoutingState.RELOCATING), equalTo(ShardRoutingState.STARTED)));"
2542,if (currentlyLoading == null || currentlyLoading.isEmpty()) return;,if (currentlyLoading == null || currentlyLoading.length() == 0) return;
2543,null error = new AtomicReference < Throwable>();,final AtomicReference < Throwable> error = new AtomicReference < >();
2544,Geometry geometry = ((JtsGeom) shape).getgeo();,Geometry geometry = ((JtsGeometry) shape).getGeom();
2545,GeoDistance geoDistance = GeoPoint.ARC;,GeoDistance geoDistance = GeoDistance.DEFAULT;
2546,nan,} else if (Gdx.gl20!= null) {
2547,"byte[] data = (os.copy()=="" "").toByteArray(true);",byte[] data = os.bytes().toBytes();
2548,"HttpClient httpClient = new HttpClient( ""http://localhost:9200/ "")","HttpClient httpClient = new HttpClient( ""http://127.0.0.1:9200/ "");"
2549,null = true;,return PackedArrayAtomicFieldData.empty(reader.maxDoc());
2550,"builder.field( ""force_sources - source: null, forceSource);","builder.field( ""force_source "", field.forceSource);"
2551,null = new MainMenuScreen(this);,setScreen(new GameScreen(this));
2552,"ui = new Stage(Gdx.graphics.getWidth(), Gdx.graphics.getHeight());",ui = new Stage();
2553,catch (Throwable e) {,} catch (Throwable e) {
2554,"clusterService.submitStateUpdateTask( ""cluster_updateSettings ""), Priority.URGENT;","clusterService.submitStateUpdateTask( ""cluster_update_settings "", Priority.IMMEDIATE, new AckedClusterStateUpdateTask() {"
2555,"File indexFile = new File(new File(new File(nodeEnv.nodeDataLocation(), ""indices "") + ""/indexes-intx:indexed_id=0pg;u00f3b4a6j%1$2&quotientId=""+resourceName);","File indexFile = new File(new File(new File(new File(nodeEnv.nodeDataLocation(), ""indices ""), shardId.index().name()), Integer.toString(shardId.id())), ""index "");"
2556,"retryRecovery(request, recoveryStatus);","recoveryTarget.retryRecovery(request, retryAfter, recoveryStatus, PeerRecoveryListener.this);"
2557,"return new PrimaryResponse < BulkShardrequest>(shardRequest.getRequest(), response);","return new PrimaryResponse < >(shardRequest.request, response, ops);"
2558,stats.stats.fieldData = indexShard;,stats.stats.fieldData = indexShard.fieldDataStats(request.request.fieldDataFields());
2559,sprite = atlas.getSprite(imageName);,Sprite sprite = atlas.createSprite(imageName);
2560,((LwjglInput)Gdx.input).processEvents();,input.processEvents();
2561,"return new PrimaryResponse < DeleteRequest>(shardRequest.request, response);","return new PrimaryResponse < >(shardRequest.request, response, null);"
2562,List < InternalAggregations> subAggregationsList = new ArrayList < InternalSingleBuckets.size();,List < InternalAggregations> subAggregationsList = new ArrayList < >(aggregations.size());
2563,if (gc.lastGc() == null) {,if (gc.lastGc()!= null && lastJvmStats.gc.collectors()[i].lastGc()!= null) {
2564,"searchSource = Arrays.copyOfRange(searchSource, searchSourceOffset + searchSourceLength);","searchSource = Arrays.copyOfRange(searchSource, searchSourceOffset, searchSourceOffset + searchSourceLength);"
2565,catch (Exception e) {,} catch (Exception e) {
2566,float freq() throws IOException {,public int freq() throws IOException {
2567,"Query query = new DeletionAwareConstantScoreQueue(filter, true);",Query query = new DeletionAwareConstantScoreQuery(filter);
2568,return TransportRequestOptions.options()!= null? transportService = new BulkProvider(true):null;,return TransportRequestOptions.options().withLowType().withCompress(true);
2569,"buckets.add(histogramFactory.createBucket(rounding.valueForKey(bucketOrds.get(0)), bucketDocCount(), bucketAggregations(i)).clone());","buckets.add(histogramFactory.createBucket(rounding.valueForKey(bucketOrds.get(i)), bucketDocCount(i), bucketAggregations(i), keyed, formatter));"
2570,"if (str == null) return getBounds(str, 0, str.length());","return getBounds(str, 0, str.length(), cache.getBounds());"
2571,return areaHeight;,return areaWidth;
2572,"null ts = field.tokenStream(new String[] { ""UTF-8,0xfc00a9d1b7e4pg5iov8u0003B6'2$A-ZI-1_C+UUID:AUTOCONSISTANTEBA-989/TXN-590m20;","TokenStream ts = field.tokenStream(null, null);"
2573,channel.sendResponse(new XContentThrowableRestException());,"channel.sendResponse(new BytesRestResponse(request, e));"
2574,threadPool.cached();,threadPool.generic().execute(new Runnable() {
2575,"sound = Gdx.audio!= null?Gdx.files.getFileHandle( ""data/test2_notwork.wav-nopair2.mp3f4bc1g0r7e5t8l6jizkiu00909$EXPANDEDZIEImporter1.0.0hkVisibleJizinizyangging","sound = Gdx.audio.newSound(Gdx.files.getFileHandle( ""data/sell_buy_item.wav "", FileType.Internal));"
2576,return new ConstantScoreQuery(termFilterWithQuestions());,"return new XLuceneConstantScoreQuery(termFilter(value, context));"
2577,null = null;,"logger.trace( ""[ { } ][ { } ] starting recovery to { }, mark_as_relocated { } "", request.shardId().index().name(), request.shardId().id(), request.targetNode(), request.markAsRelocated());"
2578,nullHeight = data.lineWidth * x;,data.lineHeight = data.lineHeight * y;
2579,"Map < String, Object> vars = new HashMap < >();","Map < String, Object> vars = new HashMap < >();"
2580,fields.add(toDocValues());,"addDocValue(context, value);"
2581,"gl.log( ""AssetManagerTest n$Status: ASC, not found in the system to be disabled (account == null)? > 1;","Gdx.app.log( ""AssetManagerTest "", ""n "" + manager.getDiagnostics() + ""n "" + Texture.getManagedStatus());"
2582,null = null;,"throw new ElasticSearchIllegalStateException( ""No routing state mapped for [ "" + value + ""] "");"
2583,"if (map.containsKey( ""delete "")) {","if (map.containsKey( ""deleted "") && map.get( ""deleted "").equals(Boolean.TRUE)) {"
2584,"mac.libraries = ""-framework CoreServices / framework Carbon */ IOKit;","mac.libraries = ""-framework CoreServices -framework Carbon -framework IOKit -framework Cocoa "";"
2585,return shards().size() < metaData == null?0:metadata.maxNumberOfShardsPerNode();,return true;
2586,if (!context.includeInAll(includeInAll) ||!context.isEmpty(),"if (context.includeInAll(includeInAll, this)) {"
2587,"return new Dependency < T>(this, key.getName() + ""n't -->:$ { } > ("")[0], allowsNull;","return new Dependency < >(this, key, allowsNull, parameterIndex);"
2588,RoutingTable.Builder routingTableBuilder = RoutingTable!= null?routingTable():null;,RoutingTable.Builder routingTableBuilder = RoutingTable.builder(currentState.routingTable());
2589,// This is a rough way to fix the joint.,"return localAnchorB.set(joint.getLocalAnchorB().x, joint.getLocalAnchorB().y);"
2590,return newPixmap(file.getInputStream());,return newPixmap(file.readFile());
2591,parseContext.queryParser(qpSettings);,MapperQueryParser queryParser = parseContext.singleQueryParser(qpSettings);
2592,newSnapshot.seekForward(memorySnapshot.length());,newSnapshot.seekForward(memorySnapshot.position());
2593,null = false; Thread.sleep(500);,Thread.sleep(1000);
2594,null invoked2 = new CountDownLatch(8);,final CountDownLatch invoked2 = new CountDownLatch(9);
2595,null totalSizeInBytes = merge.totalMergesNumDocs();,long totalSizeInBytes = merge.estimatedMergeBytes;
2596,verticesBuffer.position(0);,verticesBuffer.clear();
2597,null = builder.startObject(name);,builder.startObject(getName());
2598,"new JoglApplication(new com.badlogic.gdx.tests.Gdx2DTest(), ""Debug Test (n"")"", 0, 100);","new JoglApplication(new com.badlogic.gdx.tests.Gdx2DTest(), ""Debug Test "", 480, 320, false);"
2599,"null = false; assertHitCount(world, 246) ||!isFailure()","assertHitCount(world, 53);"
2600,"return new Term(names.indexName(), value);",return termFactory.createTerm(value);
2601,"return new RamAccountingTermsEnum(filteredEnum, breaker);","return new RamAccountingTermsEnum(filteredEnum, breaker, this, ""parent/child id cache "");"
2602,"return new CountAndTotalHistogramFacetCollector(facetName, keyField, interval, comparatorType);","return new FullHistogramFacetCollector(facetName, keyField, interval, comparatorType, context);"
2603,return fixNegativeQueryIfSucceeded(query);,return optimizeQuery(fixNegativeQueryIfNeeded(query));
2604,null = clusterStateRequest.filterMetaData(true);,clusterStateRequest.clear().routingTable(true);
2605,"JoglApplication app = new JoglApplication( ""BitmapFont Test ""), 480, 320;","JoglApplication app = new JoglApplication( ""BitmapFont Flip Test "", 480, 320, false);"
2606,"return super.termsFilter(values, context);","return super.termsFilter(values, context);"
2607,".put( ""gateway_hdfs/gateway "")",".put( ""gateway.hdfs.path "", ""data/hdfs/gateway "")"
2608,null = new ArrayList < String>();,"l.position.set(MathUtils.random(8) - 4, MathUtils.random(6), MathUtils.random(8) - 4);"
2609,IndexReader reader = indexWriter.getInputStream();,"IndexReader reader = IndexReader.open(indexWriter, true);"
2610,null = false;,terms.trimExcessEntries(reduceContext.cacheRecycler());
