bugid	bug	buggy	patch	lineNo	action
303	accumulo_6ff92b12	buggy:  while  (scanner.hasNextLine())  context:  reader.setHistory(history);  }  catch  (IOException  e)  {  log.warn( "Unable  to  load  history  file  at   "  +  historyPath);  }  ShellCompletor  userCompletor  =  null;  if  (execFile  !=  null)  {  java.util.Scanner  scanner  =  new  java.util.Scanner(new  File(execFile));  try  {      while  (scanner.hasNextLine())  execCommand(scanner.nextLine(),  true,  isVerbose());  }  finally  {  scanner.close();  	try  {  while  (scanner.hasNextLine()  &&  !hasExited())  {  }  }  finally  {  scanner.close();  }  	450	replace-1
304	logging-log4j2_300bc575	buggy:  context:  public  boolean  isEmpty()  {  final  Map<String,  String>  map  =  localMap.get();  return  map  ==  null  ||  map.size()  ==  0;  }  }  	  @Override  public  String  toString()  {  Map<String,  String>  map  =  localMap.get();  return  map  ==  null  ?   "{} "  :  map.toString();  }  	142	add
305	jackrabbit-oak_6d8146f8	buggy:  if  ( "/:[]|* ".indexOf(ch)  !=  -1)  {  //  TODO:  XMLChar  check  return  false;  context:  return  prefix.indexOf(':')  ==  -1;  }  public  static  boolean  isValidLocalName(String  local)  {  if  (local.isEmpty()  ||   ". ".equals(local)  ||   ".. ".equals(local))  {  return  false;  }  for  (int  i  =  0;  i  <  local.length();  i++)  {  char  ch  =  local.charAt(i);      if  ( "/:[]|* ".indexOf(ch)  !=  -1)  {  //  TODO:  XMLChar  check      return  false;  }  }  	if  (i  ==  0  &&  Character.isWhitespace(ch))  {  return  false;  //  leading  whitespace  }  else  if  (i  ==  local.length()  -  1  &&  Character.isWhitespace(ch))  {  return  false;  //  trailing  whitespace  }  else  if  ( "/:[]|* ".indexOf(ch)  !=  -1)  {  //  TODO:  XMLChar  check  return  false;  //  invalid  name  character  	247	replace-2
306	commons-math_8f35fcb8	buggy:  super(LocalizedFormats.UNKNOWN_PARAMETER);  context:  private  final  String  name;  public  UnknownParameterException(final  String  name)  {      super(LocalizedFormats.UNKNOWN_PARAMETER);  this.name  =  name;  }  public  String  getName()  {  return  name;  	super(LocalizedFormats.UNKNOWN_PARAMETER,  name);  	41	replace-1
307	jackrabbit-oak_2b5d3afb	buggy:  }  else  if  (Character.isLetterOrDigit(c)  ||   "  +-:& ".indexOf(c)  >=  0)  {  context:  char  c  =  text.charAt(i);  if  (c  ==  '*')  {  buff.append('%');  pattern  =  true;  }  else  if  (c  ==  '?')  {  buff.append('_');  pattern  =  true;  }  else  if  (c  ==  '_')  {  buff.append( "\\_ ");  pattern  =  true;      }  else  if  (Character.isLetterOrDigit(c)  ||   "  +-:& ".indexOf(c)  >=  0)  {  buff.append(c);  }  }  this.filteredText  =  buff.toString().toLowerCase();  }  if  (pattern)  {  like  =  new  LikePattern( "% "  +  filteredText  +   "% ");  }  else  {  	}  else  if  (Character.isLetterOrDigit(c)  ||   "  +-:&/ ".indexOf(c)  >=  0)  {  	70	replace-1
308	accumulo_47c64d9a	buggy:  Map<String,String>  propMap  =  new  HashMap<String,String>();  Iterator<?>  iter  =  this.getKeys(property.getKey());  context:  public  Map<String,String>  getAllPropertiesWithPrefix(ClientProperty  property)  {  checkType(property,  PropertyType.PREFIX);  Map<String,String>  propMap  =  new  HashMap<String,String>();  Iterator<?>  iter  =  this.getKeys(property.getKey());  while  (iter.hasNext())  {  String  p  =  (String)  iter.next();  	Map<String,String>  propMap  =  new  HashMap<>();  String  prefix  =  property.getKey();  if  (prefix.endsWith( ". "))  {  prefix  =  prefix.substring(0,  prefix.length()  -  1);  }  Iterator<?>  iter  =  this.getKeys(prefix);  	305	replace-2
309	wicket_a3a5a40f	buggy:  if  (setRenderingFlag)  {  setFlag(FLAG_PREPARED_FOR_RENDER,  false);  setFlag(FLAG_RENDERING,  true);  }  else  {  setFlag(FLAG_RENDERING,  false);  }  context:  exceptionMessage( "Component  is  not  a  container  and  so  does  not  contain  the  path   "  +  path));  }  void  internalMarkRendering(boolean  setRenderingFlag)  {  if  (setRenderingFlag)  {  setFlag(FLAG_PREPARED_FOR_RENDER,  false);  setFlag(FLAG_RENDERING,  true);  }  else  {  setFlag(FLAG_RENDERING,  false);  }  	setFlag(FLAG_PREPARED_FOR_RENDER,  false);    setFlag(FLAG_RENDERING,  setRenderingFlag);  	4203	replace-9
310	flink_6bc6dbec	buggy:  context:  toRemove  =  0;  }  }  protected  boolean  currentEligible(T  next)  {  return  windowStartTime  ==  timestampWrapper.getStartTime()  ||  timestampWrapper.getTimestamp(next)  -  windowStartTime  >=  slideSize;  }  }  	elementsSinceLastPreAggregate  =  0;  	102	add
311	flink_a5b05566	buggy:  CommandLine  line  =  parser.parse(INFO_OPTIONS,  args,  false);  context:  return  new  SavepointOptions(line);  }  catch  (ParseException  e)  {  throw  new  CliArgsException(e.getMessage());  }  }  public  static  InfoOptions  parseInfoCommand(String[]  args)  throws  CliArgsException  {  try  {  PosixParser  parser  =  new  PosixParser();  CommandLine  line  =  parser.parse(INFO_OPTIONS,  args,  false);  return  new  InfoOptions(line);  }  catch  (ParseException  e)  {  throw  new  CliArgsException(e.getMessage());  }  }  public  static  FlinkYarnSessionCli  getFlinkYarnSessionCli()  {  	CommandLine  line  =  parser.parse(INFO_OPTIONS,  args,  true);  	342	replace-1
312	maven_8cdb461f	buggy:  dependency.setScope(  Artifact.SCOPE_RUNTIME  );  context:  throws  PluginResolutionException  {  if  (  pluginArtifact  ==  null  )  {  pluginArtifact  =  repositorySystem.createPluginArtifact(  plugin  );  }  Set<Artifact>  overrideArtifacts  =  new  LinkedHashSet<Artifact>();  for  (  Dependency  dependency  :  plugin.getDependencies()  )  {      dependency.setScope(  Artifact.SCOPE_RUNTIME  );  overrideArtifacts.add(  repositorySystem.createDependencyArtifact(  dependency  )  );  }  ArtifactFilter  collectionFilter  =  new  ScopeArtifactFilter(  Artifact.SCOPE_RUNTIME_PLUS_SYSTEM  );  	if  (  !Artifact.SCOPE_SYSTEM.equals(  dependency.getScope()  )  )  {  dependency.setScope(  Artifact.SCOPE_RUNTIME  );  }  	101	replace-1
313	wicket_71b6e905	buggy:  return  PropertyResolver.getPropertyClass(expression,  ((IObjectClassAwareModel<?>)this.target).getObjectClass());  context:  }  catch  (Exception  e)  {  }  }  else  if  (this.target  instanceof  IObjectClassAwareModel)  {  try  {  return  PropertyResolver.getPropertyClass(expression,  ((IObjectClassAwareModel<?>)this.target).getObjectClass());  }  catch  (WicketRuntimeException  e)  {  	Class<?>  targetClass  =  ((IObjectClassAwareModel<?>)this.target).getObjectClass();  if  (targetClass  !=  null)  {  return  PropertyResolver.getPropertyClass(expression,  targetClass);  }  	250	replace-2
314	flink_1f726e48	buggy:  BlockingQueueBroker.instance().get(iterationId.toString()+ "- "  context:  }  public  void  setInputsOutputs()  {  try  {  inputHandler  =  new  InputHandler<IN>(this);  iterationId  =  configuration.getIterationId();  iterationWaitTime  =  configuration.getIterationWaitTime();  shouldWait  =  iterationWaitTime  >  0;  BlockingQueueBroker.instance().get(iterationId.toString()+ "- "  }  catch  (Exception  e)  {  throw  new  StreamVertexException(String.format(   "Cannot  register  inputs  of  StreamIterationSink  %s ",  iterationId),  e);  }  }  	dataChannel  =  BlockingQueueBroker.instance().get(iterationId.toString()+ "- "  	52	replace-1
315	jackrabbit-oak_7e250001	buggy:  revision  !=  null  ?  revision.equals(other.revision)  :  other.revision  ==  null;  context:  hash  ^=  revision.hashCode();  }  return  hash;  }  public  boolean  equals(Object  obj)  {  if  (obj  instanceof  Key)  {  Key  other  =  (Key)  obj;  return  name.equals(other.name)  &&          revision  !=  null  ?  revision.equals(other.revision)  :  other.revision  ==  null;  }  return  false;  }  }  }  	(revision  !=  null  ?  revision.equals(other.revision)  :  other.revision  ==  null);  	371	replace-1
316	accumulo_9d8cc45d	buggy:  context:  }  else  {  orFields  =  false;  }  if  (options.containsKey(ENCODING))  {  encoding  =  options.get(ENCODING);  }  }  	public  SortedKeyValueIterator<Key,Value>  deepCopy(IteratorEnvironment  env)  {  Combiner  newInstance;  try  {  newInstance  =  this.getClass().newInstance();  }  catch  (Exception  e)  {  throw  new  RuntimeException(e);  }  newInstance.setSource(getSource().deepCopy(env));  newInstance.combiners  =  combiners;  newInstance.combineAllColumns  =  combineAllColumns;  return  newInstance;  }    @Override  	146	add
317	maven_806eaeb0	buggy:  context:  }  return  success;  }  public  String  toString()  {  return  artifact.toString()  +   "  ( "  +  depth  +   ") ";  }  }  	if  (  updateScope  )  {  fireEvent(  ResolutionListener.UPDATE_SCOPE,  listeners,  nearest,  farthestArtifact  );    nearestArtifact.setScope(  farthestArtifact.getScope()  );  }    	226	add
318	jackrabbit-oak_35a7f014	buggy:  context:  }  return  inputDocument;  }  private  void  deleteSubtreeWriter(SolrServer  solrServer,  String  path)  throws  IOException,  SolrServerException  {  if  (!path.startsWith( "/ "))  {  path  =   "/ "  +  path;  }  solrServer.deleteByQuery(new  StringBuilder(configuration.getPathField())  .append(':').append(path).append( "* ").toString());  }  private  void  addSubtreeWriter(SolrServer  solrServer,  String  path,  NodeState  state)  throws  IOException,  SolrServerException  {  if  (!path.startsWith( "/ "))  {  path  =   "/ "  +  path;  }  	path  =  path.replace( "/ ",   "\\/ ");  	155	add
319	commons-math_724795b5	buggy:  return  NaN;  context:  imaginary  /  divisor);  }  public  Complex  reciprocal()  {  if  (isNaN)  {  return  NaN;  }  if  (real  ==  0.0  &&  imaginary  ==  0.0)  {      return  NaN;  }  if  (isInfinite)  {  return  ZERO;  }  if  (FastMath.abs(real)  <  FastMath.abs(imaginary))  {  double  q  =  real  /  imaginary;  	return  INF;  	305	replace-1
320	commons-math_a94ff90a	buggy:  context:  tempB  will  have  52  bits  of  precision.  double  tempA  =  intPartA  *  fracPartA;  double  tempB  =  intPartA  *  fracPartB  +  intPartB  *  fracPartA  +  intPartB  *  fracPartB;  much  larger  than  the  others.  If  there  are  extra  bits  specified  from  the  pow()  function,  use  them.  */  final  double  tempC  =  tempB  +  tempA;  final  double  result;  if  (extra  !=  0.0)  {  result  =  tempC*extra*z  +  tempC*extra  +  tempC*z  +  tempB  +  tempA;  	  if  (tempC  ==  Double.POSITIVE_INFINITY)  {  return  Double.POSITIVE_INFINITY;  }    	971	add
321	camel_18c23fa8	buggy:  return  IOConverter.toString(buffer.array(),  exchange);  context:  public  static  byte[]  toByteArray(ByteBuffer  buffer)  {  byte[]  bArray  =  new  byte[buffer.limit()];  buffer.get(bArray);  return  bArray;  }  public  static  String  toString(ByteBuffer  buffer,  Exchange  exchange)  throws  IOException  {      return  IOConverter.toString(buffer.array(),  exchange);  }  public  static  ByteBuffer  toByteBuffer(byte[]  data)  {  return  ByteBuffer.wrap(data);  }  	return  IOConverter.toString(toByteArray(buffer),  exchange);  	57	replace-1
322	commons-math_86545dab	buggy:  context:  }  return  ret;  }  public  int  compareTo(Fraction  object)  {  long  nOd  =  ((long)  numerator)  *  object.denominator;  long  dOn  =  ((long)  denominator)  *  object.numerator;  return  (nOd  <  dOn)  ?  -1  :  ((nOd  >  dOn)  ?  +1  :  0);  }  	if  (epsilon  ==  0.0  &&  FastMath.abs(q1)  <  maxDenominator)  {  break;  }  	306	add
323	wicket_44a4132f	buggy:  context:  PageParameters  copy  =  new  PageParameters(info.getPageParameters());  int  dropped  =  0;  for  (int  i  =  0;  i  <  mountSegments.length;  ++i)  {  String  placeholder  =  getPlaceholder(mountSegments[i]);  String  optionalPlaceholder  =  getOptionalPlaceholder(mountSegments[i]);  if  (placeholder  !=  null)  {  url.getSegments().set(i  -  dropped,  copy.get(placeholder).toString( " "));  copy.remove(placeholder);  }  else  if  (optionalPlaceholder  !=  null)  {  	if  (!copy.getNamedKeys().contains(placeholder))  {  return  null;  }  	427	add
324	accumulo_df4b1985	buggy:  if  (sp.length  !=  2)  {  String  extension  =  sp[1];  context:  class  DispatchingFileFactory  extends  FileOperations  {  private  FileOperations  findFileFactory(String  file)  {  Path  p  =  new  Path(file);  String  name  =  p.getName();  if  (name.startsWith(Constants.MAPFILE_EXTENSION  +   "_ "))  {  return  new  MapFileOperations();  }  String[]  sp  =  name.split( "\\. ");  if  (sp.length  !=  2)  {  throw  new  IllegalArgumentException( "File  name   "  +  name  +   "  has  no  extension ");  }  String  extension  =  sp[1];  	if  (sp.length  <  2)  {  String  extension  =  sp[sp.length  -  1];  	47	replace-3
325	jackrabbit-oak_b4a93c81	buggy:  if  (conflicting  !=  null  &&  conflicting.exists())  {  context:  }  }else{  conflicting  =  currentStateIdManager.getTree(id);  }      if  (conflicting  !=  null  &&  conflicting.exists())  {  tree  =  resolveUUIDConflict(parent,  conflicting,  id,  nodeInfo);  if  (tree  ==  null)  {  	if  ((conflicting  !=  null  &&  conflicting.exists())  ||  uuidBehavior  ==  ImportUUIDBehavior.IMPORT_UUID_CREATE_NEW)  {  	407	replace-1
326	maven_4e955c05	buggy:  boolean  hasNonNull  =  ensureAtLeastOneNonNull(  os  );  boolean  isFamily  =  determineFamilyMatch(  os.getFamily()  );  boolean  isName  =  determineNameMatch(  os.getName()  );  boolean  isArch  =  determineArchMatch(  os.getArch()  );  boolean  isVersion  =  determineVersionMatch(  os.getVersion()  );  return  hasNonNull  &&  isFamily  &&  isName  &&  isArch  &&  isVersion;  context:  public  boolean  canDetermineActivation(  Profile  profile  )  {  Activation  activation  =  profile.getActivation();  return  activation  !=  null  &&  activation.getOs()  !=  null;  }  public  boolean  isActive(  Profile  profile  )  {  Activation  activation  =  profile.getActivation();  ActivationOS  os  =  activation.getOs();      boolean  hasNonNull  =  ensureAtLeastOneNonNull(  os  );      boolean  isFamily  =  determineFamilyMatch(  os.getFamily()  );      boolean  isName  =  determineNameMatch(  os.getName()  );      boolean  isArch  =  determineArchMatch(  os.getArch()  );      boolean  isVersion  =  determineVersionMatch(  os.getVersion()  );      return  hasNonNull  &&  isFamily  &&  isName  &&  isArch  &&  isVersion;  	  boolean  result  =  ensureAtLeastOneNonNull(  os  );    if  (  result  &&  os.getFamily()  !=  null  )  {  result  =  determineFamilyMatch(  os.getFamily()  );  }  if  (  result  &&  os.getName()  !=  null  )  {  result  =  determineNameMatch(  os.getName()  );  }  if  (  result  &&  os.getArch()  !=  null  )  {  result  =  determineArchMatch(  os.getArch()  );  }  if  (  result  &&  os.getVersion()  !=  null  )  {  result  =  determineVersionMatch(  os.getVersion()  );  }  return  result;        	38	replace-12
327	commons-math_f4a4464b	buggy:  return  solve(min,  max);  context:  public  double  solve(double  min,  double  max)  throws  MaxIterationsExceededException,  FunctionEvaluationException  {  return  solve(f,  min,  max);  }  public  double  solve(final  UnivariateRealFunction  f,  double  min,  double  max,  double  initial)  throws  MaxIterationsExceededException,  FunctionEvaluationException  {      return  solve(min,  max);  }  public  double  solve(final  UnivariateRealFunction  f,  double  min,  double  max)  throws  MaxIterationsExceededException,  FunctionEvaluationException  {  clearResult();  verifyInterval(min,max);  	return  solve(f,  min,  max);  	72	replace-1
328	camel_dd0f74c0	buggy:  failures.set(0);  context:  callback.done(true);  return  true;  }  private  boolean  rejectExchange(final  Exchange  exchange,  final  AsyncCallback  callback)  {  exchange.setException(new  RejectedExecutionException( "CircuitBreaker  Open:  failures:   "  +  failures  +   ",  lastFailure:   "  +  lastFailure));      /*      *  If  the  circuit  opens,  we  have  to  prevent  the  execution  of  any      *  processor.  The  failures  count  can  be  set  to  0.      */      failures.set(0);  callback.done(true);  return  true;  }  public  String  toString()  {  return   "CircuitBreakerLoadBalancer[ "  +  getProcessors()  +   "] ";  }  public  String  getTraceLabel()  {  		207	remove-1
