bugid	buggy	patch
libgdx_a41179fbba2512dfa51a1057f5b32edbdba12c26	buggy:  pixmap.drawCircle(x,  y,  radius,  color);  context:  }  public  void  fillCircle  (int  x,  int  y,  int  radius)  {  pixmap.drawCircle(x,  y,  radius,  color);  pixmap.fillCircle(x,  y,  radius,  color);  }  	pixmap.fillCircle(x,  y,  radius,  color);  
libgdx_76215a01d2536765bf33361bbc79862ed413ee01	buggy:  sound  =  app.getAudio().newSound(  app.getFiles().getInternalFileHandle(   "data/shotgun44k.ogg "  )  );  context:  {  }  public  void  surfaceCreated(Application  app)  {  if(  music  ==  null  )  {  app.getInput().addInputListener(  this  );  sound  =  app.getAudio().newSound(  app.getFiles().getInternalFileHandle(   "data/shotgun44k.ogg "  )  );  sound  =  app.getAudio().newSound(  app.getFiles().getInternalFileHandle(   "data/shotgun.wav "  )  );  music  =  app.getAudio().newMusic(  app.getFiles().getInternalFileHandle(   "data/cloudconnected.ogg "  )  );  music.play();  music.setLooping(  true  );  }  }  	sound  =  app.getAudio().newSound(  app.getFiles().getInternalFileHandle(   "data/shotgun.wav "  )  );  
elasticsearch_6f0904c7f155b49ec581fcf5007862867ec9691e	buggy:  assert  sizeInBytes  >  0  :   "When  reducing  circuit  breaker,  it  should  be  adjusted  with  a  positive  number  and  not  [ "  +  sizeInBytes  +   "] ";  context:  public  IndicesFieldDataCacheListener(CircuitBreakerService  circuitBreakerService)  {  this.circuitBreakerService  =  circuitBreakerService;  }  public  void  onLoad(FieldMapper.Names  fieldNames,  FieldDataType  fieldDataType,  AtomicFieldData  fieldData)  {  }  public  void  onUnload(FieldMapper.Names  fieldNames,  FieldDataType  fieldDataType,  boolean  wasEvicted,  long  sizeInBytes,  @Nullable  AtomicFieldData  fieldData)  {          assert  sizeInBytes  >  0  :   "When  reducing  circuit  breaker,  it  should  be  adjusted  with  a  positive  number  and  not  [ "  +  sizeInBytes  +   "] ";          assert  sizeInBytes  >=  0  :   "When  reducing  circuit  breaker,  it  should  be  adjusted  with  a  number  higher  or  equal  to  0  and  not  [ "  +  sizeInBytes  +   "] ";  circuitBreakerService.getBreaker().addWithoutBreaking(-sizeInBytes);  }  }  	assert  sizeInBytes  >=  0  :   "When  reducing  circuit  breaker,  it  should  be  adjusted  with  a  number  higher  or  equal  to  0  and  not  [ "  +  sizeInBytes  +   "] ";  
elasticsearch_1952df982b69873544c00470293ee851697abbf4	buggy:  fieldsBoosts  =  new  ObjectFloatOpenHashMap<String>();  context:  public  QueryStringQueryBuilder  field(String  field,  float  boost)  {  if  (fields  ==  null)  {  fields  =  newArrayList();  }  fields.add(field);  if  (fieldsBoosts  ==  null)  {              fieldsBoosts  =  new  ObjectFloatOpenHashMap<String>();              fieldsBoosts  =  new  ObjectFloatOpenHashMap<>();  }  fieldsBoosts.put(field,  boost);  return  this;  }  	fieldsBoosts  =  new  ObjectFloatOpenHashMap<>();  
libgdx_8a73f12ac1fbb80e42b2694e5fefc1df68d2bb95	buggy:  listener.error(assetDesc.fileName,  assetDesc.type,  t);  context:  for  (AssetDescriptor  desc  :  task.dependencies)  {  unload(desc.fileName);  }  }  tasks.clear();  if  (listener  !=  null)  {  listener.error(assetDesc.fileName,  assetDesc.type,  t);  listener.error(assetDesc,  t);  }  else  {  throw  new  GdxRuntimeException(t);  }  }  	listener.error(assetDesc,  t);  
libgdx_377f58dae051295b0b98a6ef508599d389fe549e	buggy:  return  buffer.limit()  *  4  /  attributes.vertexSize;  context:  public  VertexAttributes  getAttributes  ()  {  return  attributes;  }  public  int  getNumVertices  ()  {  return  buffer.limit()  *  4  /  attributes.vertexSize;  return  buffer.limit()  /  (attributes.vertexSize  /  4);  }  public  int  getNumMaxVertices  ()  {  return  buffer.capacity()  /  (attributes.vertexSize  /  4);  }  	return  buffer.limit()  /  (attributes.vertexSize  /  4);  
libgdx_6b1f6e2e139683a01b4f19b1765b466de095cb9a	buggy:  int  result  =  (int)type;  context:  this(copyFrom.type,  copyFrom.color);  }  public  Attribute  copy  ()  {  return  new  ColorAttribute(this);  }  public  int  hashCode  ()  {  int  result  =  (int)type;  int  result  =  super.hashCode();  result  =  953  *  result  +  color.hashCode();  return  result;  }  }  	int  result  =  super.hashCode();  
elasticsearch_f19f729498a76158095549cbdcebbb9f6d0f91e4	buggy:  channel.sendResponse(new  XContentRestResponse(request,  OK,  builder));  context:  }  public  void  onResponse(T  response)  {  try  {  XContentBuilder  builder  =  RestXContentBuilder.restContentBuilder(request);  builder.startObject()  .field(Fields.ACKNOWLEDGED,  response.isAcknowledged());  addCustomFields(builder,  response);  builder.endObject();              channel.sendResponse(new  XContentRestResponse(request,  OK,  builder));              channel.sendResponse(new  BytesRestResponse(OK,  builder));  }  catch  (IOException  e)  {  onFailure(e);  }  }  	channel.sendResponse(new  BytesRestResponse(OK,  builder));  
elasticsearch_f1dd867c4f574e457eeca91cd842179725f2e010	buggy:  }  catch  (Exception  e)  {  context:  public  void  onResponse(IndicesStatusResponse  response)  {  try  {  XContentBuilder  builder  =  RestXContentBuilder.restContentBuilder(request);  builder.startObject();  builder.field( "ok ",  true);  buildBroadcastShardsHeader(builder,  response);  response.toXContent(builder,  request,  settingsFilter);  builder.endObject();  channel.sendResponse(new  XContentRestResponse(request,  OK,  builder));                  }  catch  (Exception  e)  {                  }  catch  (Throwable  e)  {  onFailure(e);  }  }  public  void  onFailure(Throwable  e)  {  try  {  channel.sendResponse(new  XContentThrowableRestResponse(request,  e));  	}  catch  (Throwable  e)  {  
elasticsearch_284a35131cd6a96baba14b31c827e5f6dab7b4ad	buggy:  if  (minimumNumberShouldMatch  ==  -1)  {  context:  builder.field( "should ");  clause.queryBuilder.toJson(builder,  params);  }  }  if  (boost  !=  -1)  {  builder.field( "boost ",  boost);  }  if  (disableCoord  !=  null)  {  builder.field( "disableCoord ",  disableCoord);  }          if  (minimumNumberShouldMatch  ==  -1)  {          if  (minimumNumberShouldMatch  !=  -1)  {  builder.field( "minimumNumberShouldMatch ",  minimumNumberShouldMatch);  }  builder.endObject();  }  private  static  class  Clause  {  final  JsonQueryBuilder  queryBuilder;  final  BooleanClause.Occur  occur;  	if  (minimumNumberShouldMatch  !=  -1)  {  
elasticsearch_49c74e08859736d09add31436554dfa76e395dd8	buggy:  listener.onResponse(new  SearchResponse(internalResponse,  scrollId,  expectedSuccessfulOps,  successulOps.get(),  buildTookInMillis(),  buildShardFailures()));  context:  }  protected  void  moveToSecondPhase()  throws  Exception  {  final  InternalSearchResponse  internalResponse  =  searchPhaseController.merge(SearchPhaseController.EMPTY_DOCS,  firstResults,  (AtomicArray<?  extends  FetchSearchResultProvider>)  AtomicArray.empty());  String  scrollId  =  null;  if  (request.scroll()  !=  null)  {  scrollId  =  buildScrollId(request.searchType(),  firstResults,  null);  }              listener.onResponse(new  SearchResponse(internalResponse,  scrollId,  expectedSuccessfulOps,  successulOps.get(),  buildTookInMillis(),  buildShardFailures()));              listener.onResponse(new  SearchResponse(internalResponse,  scrollId,  expectedSuccessfulOps,  successfulOps.get(),  buildTookInMillis(),  buildShardFailures()));  }  }  }  	listener.onResponse(new  SearchResponse(internalResponse,  scrollId,  expectedSuccessfulOps,  successfulOps.get(),  buildTookInMillis(),  buildShardFailures()));  
elasticsearch_016e5bce047d4e81947e7c511c5d46f9019efc61	buggy:  new  IndexSettingsModule(settings),  context:  .put( "index.queryparser.filter.my.type ",  MyJsonFilterParser.class)  .put( "index.queryparser.filter.my.param2 ",   "value2 ")  .put( "index.cache.filter.type ",   "none ")  .build();  Index  index  =  new  Index( "test ");  Injector  injector  =  new  ModulesBuilder().add(  new  SettingsModule(settings),  new  ThreadPoolModule(settings),  new  ScriptModule(settings),                  new  IndexSettingsModule(settings),                  new  IndexSettingsModule(index,  settings),  new  IndexCacheModule(settings),  new  AnalysisModule(settings),  new  IndexEngineModule(settings),  new  SimilarityModule(settings),  new  IndexQueryParserModule(settings),  new  IndexNameModule(index)  ).createInjector();  IndexQueryParserService  indexQueryParserService  =  injector.getInstance(IndexQueryParserService.class);  	new  IndexSettingsModule(index,  settings),  
elasticsearch_7aa2d11cdd657f7ed2175a0f4ffecaf230ca449c	buggy:  createIndexAction.execute(new  CreateIndexRequest(request.index()).cause( "auto(update  api) ").masterNodeTimeout(request.timeout()),  new  ActionListener<CreateIndexResponse>()  {  context:  throw  new  RoutingMissingException(request.concreteIndex(),  request.request().type(),  request.request().id());  }  return  true;  }  protected  void  doExecute(final  UpdateRequest  request,  final  ActionListener<UpdateResponse>  listener)  {  if  (autoCreateIndex.shouldAutoCreate(request.index(),  clusterService.state()))  {  request.beforeLocalFork();  //  we  fork  on  another  thread...              createIndexAction.execute(new  CreateIndexRequest(request.index()).cause( "auto(update  api) ").masterNodeTimeout(request.timeout()),  new  ActionListener<CreateIndexResponse>()  {              createIndexAction.execute(new  CreateIndexRequest(request).index(request.index()).cause( "auto(update  api) ").masterNodeTimeout(request.timeout()),  new  ActionListener<CreateIndexResponse>()  {  public  void  onResponse(CreateIndexResponse  result)  {  innerExecute(request,  listener);  }  public  void  onFailure(Throwable  e)  {  if  (ExceptionsHelper.unwrapCause(e)  instanceof  IndexAlreadyExistsException)  {  	createIndexAction.execute(new  CreateIndexRequest(request).index(request.index()).cause( "auto(update  api) ").masterNodeTimeout(request.timeout()),  new  ActionListener<CreateIndexResponse>()  {  
elasticsearch_f4f26d2118b1bc6f0d895ba990ede22b02e731b4	buggy:  .facets(facets().facet( "all ",  termQuery( "multi ",   "test ")).facet( "test1 ",  termQuery( "name ",   "test1 ")));  context:  }  SearchSourceBuilder  sourceBuilder  =  searchSource()  .query(termQuery( "multi ",   "test "))  .from(0).size(20).explain(true)                  .facets(facets().facet( "all ",  termQuery( "multi ",   "test ")).facet( "test1 ",  termQuery( "name ",   "test1 ")));                  .facets(facets().facet( "all ",  termQuery( "multi ",   "test "),  true).facet( "test1 ",  termQuery( "name ",   "test1 ")));  SearchResponse  searchResponse  =  client.search(searchRequest( "test ").source(sourceBuilder)).actionGet();  assertThat(searchResponse.hits().totalHits(),  equalTo(100l));  assertThat(searchResponse.facets().countFacet( "test1 ").count(),  equalTo(1l));  assertThat(searchResponse.facets().countFacet( "all ").count(),  equalTo(100l));  }  	.facets(facets().facet( "all ",  termQuery( "multi ",   "test "),  true).facet( "test1 ",  termQuery( "name ",   "test1 ")));  
elasticsearch_398382f6e7da2dae90c64f5a3a8264485b01df4d	buggy:  if  (metaData.index(index)  ==  null)  {  context:  }  }  RoutingNode  routingNodes  =  event.state().readOnlyRoutingNodes().nodesToShards().get(event.state().nodes().localNodeId());  if  (routingNodes  !=  null)  {  applyShards(routingNodes,  routingTable,  event.state().nodes());  }  for  (final  String  index  :  indicesService.indices())  {              if  (metaData.index(index)  ==  null)  {              if  (!metaData.hasIndex(index))  {  if  (logger.isDebugEnabled())  {  }  indicesService.deleteIndex(index);  threadPool.execute(new  Runnable()  {  nodeIndexDeletedAction.nodeIndexDeleted(index,  event.state().nodes().localNodeId());  }  	if  (!metaData.hasIndex(index))  {  
elasticsearch_c3e84eb63953ce34f17b166c967e51e6ca7ebebb	buggy:  threadPool  =  new  ThreadPool();  context:  protected  DiscoveryNode  nodeA;  protected  MockTransportService  serviceA;  protected  static  final  Version  version1  =  Version.fromId(199);  protected  DiscoveryNode  nodeB;  protected  MockTransportService  serviceB;  public  void  setUp()  throws  Exception  {  super.setUp();          threadPool  =  new  ThreadPool();          threadPool  =  new  ThreadPool(getClass().getName());  serviceA  =  build(ImmutableSettings.builder().put( "name ",   "TS_A ").build(),  version0);  nodeA  =  new  DiscoveryNode( "TS_A ",   "TS_A ",  serviceA.boundAddress().publishAddress(),  ImmutableMap.<String,  String>of(),  version0);  serviceB  =  build(ImmutableSettings.builder().put( "name ",   "TS_B ").build(),  version1);  nodeB  =  new  DiscoveryNode( "TS_B ",   "TS_B ",  serviceB.boundAddress().publishAddress(),  ImmutableMap.<String,  String>of(),  version1);  final  CountDownLatch  latch  =  new  CountDownLatch(4);  	threadPool  =  new  ThreadPool(getClass().getName());  
elasticsearch_f1467dbde256a968bfffed6ce470f162ac307655	buggy:  assertThat(fieldData.getNumDocs(),  equalTo(0));  context:  assertThat(doubleValuesIter.next(),  equalTo(3d));  assertThat(doubleValuesIter.hasNext(),  equalTo(false));  }  public  void  testMissingValueForAll()  throws  Exception  {  fillAllMissing();  IndexNumericFieldData  indexFieldData  =  getForField( "value ");  AtomicNumericFieldData  fieldData  =  indexFieldData.load(refreshReader());          assertThat(fieldData.getNumDocs(),  equalTo(0));          assertThat(fieldData.getNumDocs(),  equalTo(3));  LongValues  longValues  =  fieldData.getLongValues();  assertThat(longValues.isMultiValued(),  equalTo(false));  assertThat(longValues.hasValue(0),  equalTo(false));  	assertThat(fieldData.getNumDocs(),  equalTo(3));  
elasticsearch_ee33ee457a4d36986fcbea4b75fc153f9b6ab2ef	buggy:  options.withCompress();  context:  }  TransportAddress  wrapAddress(SocketAddress  socketAddress)  {  return  new  InetSocketTransportAddress((InetSocketAddress)  socketAddress);  }  Channel  targetChannel  =  nodeChannel(node);  if  (compress)  {              options.withCompress();              options.withCompress(true);  }  byte[]  data  =  TransportStreams.buildRequest(requestId,  action,  message,  options);  ChannelBuffer  buffer  =  ChannelBuffers.wrappedBuffer(data);  ChannelFuture  channelFuture  =  targetChannel.write(buffer);  	options.withCompress(true);  
elasticsearch_598854dd72d7fb01a7e26a9dad065de3deaa5eb7	buggy:  1000  *  (ElasticsearchIntegrationTest.CHILD_VM_ID.hashCode()  %  60)  +  //  up  to  60  jvms  context:  }  public  UnicastZen(int  numOfNodes,  Settings  extraSettings,  int[]  unicastHostOrdinals)  {  super(numOfNodes,  extraSettings);  this.unicastHostOrdinals  =  unicastHostOrdinals;  this.basePort  =  calcBasePort();  }  private  final  static  int  calcBasePort()  {  return  10000  +                      1000  *  (ElasticsearchIntegrationTest.CHILD_VM_ID.hashCode()  %  60)  +  //  up  to  60  jvms                      1000  *  (ElasticsearchIntegrationTest.CHILD_JVM_ID  %  60)  +  //  up  to  60  jvms  100  *  portRangeCounter.incrementAndGet();  //  up  to  100  nodes  }  public  Settings  node(int  nodeOrdinal)  {  ImmutableSettings.Builder  builder  =  ImmutableSettings.builder()  .put( "discovery.zen.ping.multicast.enabled ",  false);  	1000  *  (ElasticsearchIntegrationTest.CHILD_JVM_ID  %  60)  +  //  up  to  60  jvms  
